id,a_reputation,creationdate
"877671","6979","2011-08-04 00:47:10"
"877682","1505","2011-08-04 01:05:42"
"878182","5989","2011-08-04 08:40:35"
"878354","7275","2010-09-23 00:14:42"
"879167","3605","2011-08-04 17:40:17"
"879220","129","2011-08-04 18:14:49"
"879420","42871","2011-08-04 20:30:04"
"879977","7630","2011-08-05 06:19:43"
"880054","6270","2011-08-05 07:08:03"
"880511","12840","2011-08-05 11:58:31"
"880802","3692","2011-08-05 14:54:40"
"881009","514","2011-08-05 17:18:57"
"882003","60328","2011-08-06 14:20:02"
"883141","9238","2011-08-07 21:31:57"
"884080","1976","2011-08-08 12:36:02"
"884410","3589","2011-08-08 16:04:47"
"884453","9982","2011-08-08 16:34:18"
"884862","18929","2011-08-08 21:31:03"
"885050","537","2011-08-09 00:45:04"
"885318","94717","2011-08-09 06:04:34"
"886533","20340","2011-08-09 18:20:00"
"886887","32513","2011-08-09 22:55:52"
"886994","3859","2011-08-10 01:24:55"
"888587","4974","2011-08-10 19:01:47"
"888641","6184","2011-08-10 19:39:09"
"889412","2020","2011-08-11 07:23:45"
"889949","81879","2010-12-15 15:05:38"
"890548","777","2011-08-11 18:58:55"
"890936","11431","2011-08-12 00:12:22"
"891589","4539","2010-10-12 05:53:32"
"892029","47223","2011-08-12 15:08:13"
"892130","3478","2011-08-12 16:20:16"
"892160","1024","2011-08-12 16:45:36"
"892256","53451","2011-08-12 18:04:41"
"892387","15649","2011-08-12 19:44:09"
"892493","62758","2011-08-12 21:25:00"
"892499","9739","2011-08-12 21:30:10"
"893258","26","2011-08-13 17:26:40"
"893780","162700","2011-08-14 10:42:47"
"893994","3117","2011-08-14 15:56:57"
"894061","28836","2011-08-14 17:14:22"
"894190","1749","2011-08-14 19:50:47"
"894251","641","2011-08-14 21:16:57"
"894321","26782","2011-08-14 23:37:41"
"894973","1971","2011-08-15 13:06:06"
"894977","13986","2011-08-15 13:10:34"
"895121","7023","2011-08-15 14:55:09"
"895810","5380","2011-08-16 00:37:01"
"897024","24823","2011-08-16 15:43:02"
"897291","4785","2011-08-16 18:29:12"
"897323","1185","2011-08-16 18:51:55"
"897326","23006","2011-08-16 18:54:32"
"897945","71","2011-08-17 04:34:14"
"898348","36379","2011-08-17 09:32:39"
"898478","22049","2011-08-17 11:00:12"
"898999","4934","2011-08-17 15:55:17"
"899039","3694","2011-08-17 16:21:24"
"901257","3801","2011-08-18 19:20:43"
"901827","16027","2011-08-19 05:10:22"
"902565","392","2011-08-19 13:58:36"
"902766","1822","2011-08-19 16:08:22"
"903010","16977","2011-08-19 19:32:22"
"903402","866","2011-08-20 03:30:39"
"903928","8155","2011-08-20 17:34:58"
"904045","3514","2011-08-20 20:06:17"
"904148","2828","2011-08-20 22:42:57"
"904365","31623","2011-08-21 06:22:47"
"904393","51770","2011-08-21 07:21:52"
"905854","182","2011-08-22 12:25:16"
"905902","35800","2011-08-22 13:03:32"
"905911","308","2011-08-22 13:07:25"
"906473","220","2011-08-22 18:56:33"
"907184","6738","2011-08-23 07:04:27"
"907678","4280","2011-08-23 12:08:51"
"907927","6263","2011-08-23 14:35:21"
"907986","5434","2011-08-23 15:08:40"
"908494","293588","2011-08-23 20:55:30"
"908939","29868","2011-08-24 05:20:52"
"909209","99","2011-08-24 08:32:00"
"909252","1851","2011-08-24 08:59:43"
"909393","6029","2011-08-24 10:20:38"
"910340","772","2011-08-24 18:52:37"
"911635","1989","2011-08-25 09:01:15"
"912094","1198","2011-08-25 12:44:55"
"912144","40836","2011-08-25 13:06:15"
"913124","48424","2011-08-25 23:28:34"
"913275","1337","2011-08-26 02:52:45"
"913622","11233","2011-08-26 07:51:12"
"914272","24245","2011-08-26 14:17:14"
"914466","11133","2011-08-26 16:09:21"
"914716","7127","2011-08-26 19:40:26"
"915064","24058","2011-08-27 02:49:32"
"915484","13814","2011-08-27 12:48:56"
"915602","396","2011-08-27 15:23:58"
"916451","5503","2011-08-28 13:29:42"
"916657","80317","2011-08-28 17:25:25"
"916833","858","2011-08-28 21:05:37"
"918244","3626","2011-08-29 17:17:44"
"918277","1750","2011-08-29 17:38:32"
"918558","8195","2011-08-29 20:54:36"
"918959","105908","2011-08-30 04:12:50"
"920464","817","2011-08-30 20:24:39"
"920669","12495","2011-08-30 23:06:04"
"921204","58502","2011-08-31 08:34:20"
"922184","422534","2011-08-31 18:07:23"
"922410","490","2011-08-31 20:33:12"
"922522","21184","2011-08-31 21:59:59"
"923854","37337","2011-09-01 16:36:16"
"924016","1494","2011-09-01 18:24:22"
"924077","19000","2011-09-01 19:10:38"
"924299","24104","2011-09-01 21:42:50"
"925202","6119","2011-09-02 11:58:14"
"925381","9727","2011-09-02 13:41:10"
"925885","847","2011-09-02 19:20:40"
"925945","1903","2011-09-02 20:07:48"
"926235","2132","2011-09-03 02:22:40"
"926710","2623","2011-09-03 14:50:29"
"926907","21922","2011-09-03 18:43:35"
"927034","74445","2011-09-03 21:10:58"
"927517","1658","2011-09-04 12:10:07"
"928711","44805","2011-09-05 10:51:28"
"928876","5123","2011-09-05 12:33:25"
"929459","8170","2011-09-05 19:26:52"
"930207","9557","2011-09-06 08:03:20"
"930393","17088","2011-09-06 09:59:39"
"931721","6327","2011-09-06 23:16:44"
"931925","4586","2011-09-07 03:24:23"
"933065","6421","2011-09-07 15:28:29"
"933633","17445","2011-09-07 21:07:27"
"934040","1909","2011-09-08 04:46:31"
"934239","62781","2011-09-08 07:01:25"
"935779","15691","2011-09-08 21:46:04"
"936588","5970","2011-09-09 10:40:16"
"936832","40141","2011-09-09 13:16:22"
"937222","10945","2011-09-09 17:06:28"
"937623","1331","2011-09-09 22:08:51"
"937822","25452","2011-09-10 03:19:37"
"938089","301906","2011-09-10 10:44:59"
"938516","15198","2010-04-02 22:26:42"
"939063","8577","2011-09-11 10:25:18"
"939410","18029","2011-09-11 17:37:19"
"939557","61879","2011-09-11 20:38:46"
"939709","3375","2011-09-12 00:23:02"
"939860","432351","2011-09-12 04:04:08"
"940217","7141","2011-09-12 09:21:31"
"940249","9559","2011-09-12 09:40:28"
"940347","3133","2011-09-12 10:27:21"
"940397","331","2011-09-12 11:02:49"
"940682","16","2011-09-12 13:42:19"
"940745","2521","2011-09-12 14:19:02"
"940834","13024","2011-09-12 15:06:06"
"941240","42918","2011-09-12 19:43:45"
"941314","1185","2011-09-12 20:31:49"
"941763","78","2011-09-13 04:08:56"
"942224","10314","2011-09-13 09:44:46"
"942635","10726","2011-09-13 13:26:30"
"944336","1471","2011-09-14 10:03:43"
"944474","4478","2011-09-14 11:18:49"
"944681","13267","2011-09-14 13:06:27"
"945508","510","2011-09-14 20:50:50"
"945721","1101","2010-11-24 17:46:54"
"945847","41679","2011-09-15 01:58:16"
"946259","5078","2011-09-15 07:47:07"
"947083","7251","2011-09-15 14:49:27"
"947357","53735","2011-09-14 22:05:16"
"947478","4738","2011-09-15 18:22:15"
"947526","4501","2011-09-15 18:47:30"
"947539","1388","2011-09-15 18:54:01"
"947836","49272","2011-09-15 22:36:10"
"947934","8943","2011-09-16 00:20:38"
"947970","6011","2011-09-16 00:54:23"
"948131","463","2011-09-16 04:29:42"
"948773","1478","2011-09-16 12:05:54"
"948920","9177","2011-09-15 10:22:19"
"948965","355","2011-09-16 13:54:21"
"949209","11318","2011-09-16 15:50:49"
"949476","177484","2011-09-16 19:42:55"
"949681","2373","2011-09-16 22:52:14"
"950147","71160","2011-09-17 10:33:29"
"950430","12565","2011-09-17 16:17:39"
"950503","478","2011-09-17 17:47:35"
"950582","1518","2011-09-17 19:30:16"
"951219","3152","2011-09-18 12:40:44"
"951423","19870","2011-09-18 16:41:08"
"951441","559","2011-09-18 16:56:30"
"951690","1480","2011-09-18 22:00:46"
"951757","40331","2011-09-18 23:46:18"
"952747","49630","2011-09-19 13:17:40"
"952787","3502","2011-09-19 13:44:49"
"955697","7504","2011-09-20 21:18:59"
"956183","1347","2011-09-21 05:29:04"
"956397","19249","2011-09-21 07:38:09"
"956548","2592","2011-09-21 09:17:21"
"956880","3018","2011-09-21 11:56:39"
"957245","3621","2011-09-21 15:01:21"
"958370","8314","2011-09-22 05:54:32"
"958431","14822","2011-09-22 06:36:10"
"959179","1167","2011-09-22 13:11:56"
"959558","7274","2011-09-22 16:19:56"
"960178","3401","2011-09-22 23:51:20"
"960828","27325","2011-09-23 09:41:00"
"961113","198294","2011-09-23 12:13:07"
"961695","34013","2011-09-23 17:45:12"
"961810","7938","2011-09-23 18:58:28"
"962089","52884","2011-09-23 23:13:06"
"962111","5839","2011-09-23 23:49:32"
"963212","426","2011-09-25 02:16:11"
"964135","46932","2011-01-23 17:25:57"
"964243","43101","2011-09-26 01:37:28"
"964741","21182","2011-07-04 05:57:42"
"964813","16350","2011-09-26 10:00:04"
"965051","283727","2011-09-26 12:32:05"
"965144","982","2011-09-26 13:26:23"
"965280","188","2011-09-26 14:57:22"
"965283","2356","2011-09-26 14:58:51"
"965361","2059","2011-09-26 15:44:08"
"965593","1848","2011-09-26 17:55:16"
"965907","35632","2011-09-26 22:01:56"
"966023","45335","2011-09-27 00:08:13"
"966187","8491","2011-09-27 03:06:25"
"967552","2657","2011-09-27 16:54:26"
"967770","592","2011-09-27 19:23:08"
"968201","1873","2011-09-28 01:55:10"
"968261","56587","2011-09-28 03:21:37"
"968969","19319","2011-09-28 11:34:52"
"969005","155","2011-09-28 11:54:04"
"970721","16766","2011-09-29 08:40:47"
"971127","37437","2011-09-29 12:35:38"
"971268","2100","2011-09-29 13:52:26"
"971273","4099","2011-09-29 13:53:59"
"971459","2689","2011-09-29 15:22:57"
"971691","2527","2011-09-29 17:50:45"
"972966","2785","2011-09-30 11:09:32"
"973167","809","2011-09-30 13:27:20"
"974399","74","2011-10-01 10:55:15"
"974731","54270","2011-10-01 18:00:13"
"974822","3818","2011-10-01 19:50:15"
"975403","1495","2011-10-02 13:20:19"
"975674","118","2011-10-02 18:13:12"
"976155","24536","2011-10-03 06:25:17"
"976775","49238","2011-10-03 13:41:39"
"976880","2126","2011-10-03 14:41:06"
"977052","8654","2011-10-03 16:23:51"
"977464","4553","2011-10-03 21:26:14"
"978434","2703","2011-10-04 12:30:44"
"978558","5608","2011-10-04 13:40:57"
"978676","4335","2011-10-04 14:40:18"
"978756","24522","2011-10-04 15:19:12"
"978866","8054","2011-10-04 16:22:19"
"978917","147706","2011-10-04 16:49:48"
"978965","878","2011-10-04 17:13:52"
"980382","702","2011-10-05 12:50:42"
"980520","5177","2011-10-05 14:04:06"
"980549","11601","2011-10-05 14:23:56"
"980550","50734","2011-10-05 14:24:16"
"980799","15370","2011-10-05 16:42:13"
"980922","3281","2011-10-05 17:48:08"
"981035","1441","2011-10-05 19:02:48"
"981049","85176","2011-10-05 19:10:23"
"981157","935","2011-10-05 20:23:08"
"981835","6932","2011-10-06 08:48:23"
"981959","147236","2011-10-06 10:00:55"
"982450","1127","2011-10-06 15:13:33"
"983464","1479","2011-10-07 06:13:10"
"983881","5141","2011-10-07 11:21:50"
"984393","9700","2011-10-07 16:51:03"
"984823","91127","2011-10-07 22:57:12"
"984861","3317","2011-10-07 23:52:41"
"985284","4370","2011-10-08 11:11:44"
"986760","4733","2011-10-09 21:09:49"
"987490","6994","2011-10-10 10:21:01"
"989234","3225","2011-10-11 09:53:44"
"990156","361","2011-10-11 18:52:24"
"990524","19703","2011-10-12 00:14:37"
"990616","11596","2011-10-12 02:15:24"
"991251","9104","2011-10-12 10:26:30"
"991521","8252","2011-10-12 13:19:24"
"992135","3926","2011-10-12 19:22:42"
"992151","20764","2011-10-12 19:31:47"
"992785","285","2011-10-13 06:07:14"
"993133","3077","2011-10-13 09:30:11"
"993169","4162","2011-10-13 09:51:38"
"993266","5669","2011-10-13 10:46:32"
"993547","139523","2011-10-13 13:26:38"
"994165","7496","2011-10-13 18:58:13"
"995429","3389","2011-10-14 12:49:53"
"995579","58055","2011-10-14 14:28:03"
"995822","9664","2011-10-14 16:48:48"
"995876","127165","2011-10-14 17:19:46"
"995891","58618","2011-10-14 17:30:36"
"995926","43874","2011-10-14 17:54:32"
"995934","2079","2011-10-14 17:59:09"
"995959","1189","2011-10-14 18:20:33"
"996056","4968","2011-02-26 11:29:54"
"996606","3256","2011-10-15 07:37:05"
"997367","168","2011-10-15 23:25:49"
"997787","4822","2011-10-16 11:58:42"
"998096","9399","2011-10-16 18:31:07"
"998158","35074","2011-10-16 19:43:27"
"998318","12803","2011-10-16 23:19:42"
"998998","4047","2011-10-17 10:52:20"
"999170","839","2011-10-17 12:42:17"
"999553","12080","2011-10-17 16:16:44"
"999912","1686","2011-10-17 20:15:12"
"1001324","8378","2011-10-18 14:23:06"
"1001520","2372","2011-10-18 15:52:50"
"1001985","94073","2011-10-18 20:47:24"
"1002016","1123","2011-10-18 21:13:35"
"1002041","16184","2011-05-20 15:13:57"
"1002260","75147","2011-10-19 01:34:38"
"1002323","41919","2011-10-19 02:44:28"
"1002469","28648","2011-10-19 05:29:38"
"1003575","33383","2011-10-19 16:09:24"
"1003615","4193","2011-10-19 16:29:57"
"1003917","63778","2011-10-19 19:36:25"
"1004301","13844","2011-10-20 01:32:13"
"1005230","7606","2011-10-20 12:55:49"
"1005844","2206","2011-07-28 23:43:15"
"1006422","6697","2011-10-21 04:15:35"
"1006834","1035","2011-10-21 09:47:48"
"1007856","1878","2011-10-21 21:07:49"
"1008459","1339","2011-10-22 11:14:26"
"1008514","331","2011-10-22 12:05:30"
"1008999","19934","2011-10-22 22:03:52"
"1009073","2732","2011-10-22 23:57:59"
"1009479","107656","2011-10-23 11:58:13"
"1010175","5796","2011-10-24 03:08:59"
"1010363","16662","2011-10-24 06:41:15"
"1010405","4940","2011-10-24 07:21:54"
"1010666","1043","2011-10-24 10:31:35"
"1011145","5880","2011-10-24 15:15:38"
"1011527","43664","2011-10-24 19:18:36"
"1011995","170991","2011-10-25 02:46:29"
"1012097","48722","2011-10-25 04:45:26"
"1012637","318","2011-02-23 16:58:41"
"1013341","306","2011-10-25 18:48:05"
"1013460","4444","2011-10-25 19:58:02"
"1013842","3909","2011-10-26 02:17:19"
"1014830","6986","2011-10-26 14:56:09"
"1014879","3530","2011-10-26 15:20:11"
"1015164","11376","2011-10-26 18:04:05"
"1015342","473","2011-10-26 19:58:05"
"1015483","16778","2011-10-26 21:47:37"
"1016001","59","2011-10-27 07:13:49"
"1016197","141","2011-10-27 09:27:56"
"1016211","661","2011-10-27 09:34:10"
"1016442","1715","2011-10-27 12:17:18"
"1016524","84","2011-10-27 13:04:50"
"1017513","3893","2011-10-28 00:02:44"
"1017561","4949","2011-10-28 00:59:17"
"1019059","2135","2011-10-28 20:13:35"
"1019588","3433","2011-10-29 09:09:53"
"1020072","6338","2011-10-29 19:17:15"
"1021819","4100","2011-10-31 10:53:47"
"1022048","1904","2011-10-31 13:35:33"
"1022219","2258","2011-10-31 15:22:07"
"1022260","8375","2011-10-31 15:45:29"
"1022889","16416","2011-11-01 00:02:24"
"1023216","9837","2011-11-01 06:55:57"
"1023609","14088","2011-11-01 11:49:31"
"1023815","23891","2011-11-01 13:50:28"
"1024072","1279","2011-11-01 16:10:59"
"1024224","12752","2011-11-01 17:40:25"
"1024408","655","2011-11-01 19:55:55"
"1025118","84930","2011-11-02 07:00:20"
"1025391","26504","2011-11-02 10:16:45"
"1025425","2119","2011-11-02 10:34:58"
"1025559","1843","2011-11-02 11:59:07"
"1025642","429","2011-11-02 12:45:54"
"1025963","10269","2009-11-20 15:29:42"
"1026017","3475","2011-11-02 15:58:45"
"1026362","2569","2011-11-02 19:20:31"
"1026660","1173","2011-11-02 22:39:53"
"1027738","466","2011-11-03 13:09:08"
"1028922","5722","2011-11-04 02:03:34"
"1029053","507","2011-11-04 04:22:26"
"1029272","3165","2011-11-04 07:49:37"
"1029453","17415","2011-11-04 10:01:59"
"1029908","2011","2011-11-04 14:54:46"
"1029936","22537","2011-11-04 15:11:35"
"1030049","5435","2011-11-04 16:13:58"
"1030507","713","2011-11-04 22:04:04"
"1030675","185868","2011-11-05 02:03:50"
"1030745","463","2011-11-05 04:21:16"
"1031417","31599","2011-11-05 18:29:08"
"1031569","38743","2011-11-05 21:24:06"
"1031887","7588","2011-11-06 05:48:29"
"1032080","2901","2011-11-06 10:41:19"
"1032158","861","2011-11-06 12:04:26"
"1032531","23332","2011-11-06 17:37:00"
"1033896","110006","2011-11-07 14:19:21"
"1034031","2163","2011-11-07 15:39:42"
"1034226","6495","2011-11-07 17:43:25"
"1034537","2255","2011-11-07 21:12:06"
"1034637","9641","2011-11-07 22:45:49"
"1035133","1556","2011-11-08 07:21:45"
"1035797","1758","2011-11-08 14:32:54"
"1036390","26281","2011-11-08 20:16:55"
"1036843","5550","2011-11-09 03:06:18"
"1036917","7389","2011-11-09 04:40:35"
"1037316","8548","2011-11-09 09:24:38"
"1038940","3244","2011-11-10 03:27:26"
"1039461","9425","2011-11-10 09:44:21"
"1039608","51385","2011-11-10 11:01:15"
"1039843","42124","2011-11-10 13:29:41"
"1039952","22993","2011-11-10 14:30:10"
"1040031","3215","2011-11-10 15:10:55"
"1040562","157","2011-11-10 20:53:46"
"1041139","931","2011-11-11 05:59:38"
"1041321","21698","2011-11-11 08:26:51"
"1041340","1064","2011-11-11 08:45:18"
"1041663","13698","2011-11-11 12:08:19"
"1042193","1747","2011-11-11 17:49:43"
"1043150","14498","2011-11-12 13:24:22"
"1043563","4252","2011-11-12 20:57:07"
"1043773","4258","2011-11-13 02:09:17"
"1044146","9858","2011-11-13 12:25:15"
"1044792","2550","2011-11-14 01:34:50"
"1045254","177","2011-11-14 09:07:07"
"1045848","1127","2011-11-14 15:12:38"
"1046738","6379","2011-11-15 03:16:55"
"1047269","4985","2011-11-15 09:45:05"
"1047662","24663","2011-11-15 13:37:35"
"1047788","14410","2011-11-15 14:31:59"
"1047823","44250","2011-11-15 14:54:40"
"1048425","58972","2011-11-15 20:33:51"
"1048572","465280","2011-11-15 22:20:42"
"1049383","1557","2011-11-16 09:55:46"
"1049668","14046","2011-11-16 12:40:43"
"1049701","148","2011-11-16 12:56:08"
"1050319","1606","2011-11-16 18:43:30"
"1050401","658","2011-11-16 19:44:28"
"1050447","19083","2011-11-16 20:12:32"
"1050619","15112","2011-11-16 22:11:31"
"1051191","133","2011-11-17 06:55:03"
"1052167","666","2011-11-17 15:53:37"
"1052220","313","2011-11-17 16:19:21"
"1052518","328","2011-11-17 19:15:28"
"1052893","3786","2011-11-17 23:42:43"
"1053397","732","2011-11-18 08:32:38"
"1053968","46617","2011-11-18 14:18:21"
"1054118","321","2011-11-18 15:41:59"
"1055823","365","2011-11-19 22:50:43"
"1055987","39868","2011-11-20 03:24:59"
"1056289","13419","2011-11-20 11:16:55"
"1056400","1833","2011-11-20 13:35:24"
"1056633","326","2011-11-20 17:50:24"
"1057261","2926","2011-11-21 06:28:47"
"1057429","48122","2011-11-21 08:43:46"
"1057564","1592","2011-11-21 10:09:12"
"1058115","1565","2011-11-21 15:51:34"
"1058140","15362","2011-11-21 16:01:46"
"1058668","66","2011-11-21 21:47:53"
"1059025","20218","2011-11-22 03:39:36"
"1059070","8223","2011-11-22 04:20:40"
"1059101","69443","2011-11-22 04:59:10"
"1059127","1014","2011-11-22 05:22:41"
"1060205","15749","2011-11-22 16:32:01"
"1060350","67771","2011-11-22 17:47:24"
"1060686","7678","2011-11-22 21:30:15"
"1061092","1429","2011-11-23 03:35:48"
"1061391","6815","2011-11-23 07:46:49"
"1061521","2135","2011-11-23 09:12:25"
"1061636","10388","2011-11-23 10:06:46"
"1062250","10460","2011-11-23 15:42:53"
"1062539","1952","2011-11-23 18:38:17"
"1062577","3363","2011-11-23 19:00:47"
"1063188","3330","2011-11-24 04:13:28"
"1063929","7850","2011-11-24 12:36:28"
"1064226","77584","2011-11-24 15:20:19"
"1064776","1030","2011-11-24 23:21:57"
"1065197","79598","2011-11-25 07:53:14"
"1065586","4703","2011-11-25 12:06:48"
"1065780","4756","2011-11-25 14:20:48"
"1066573","7245","2011-11-26 05:00:07"
"1066820","1284","2011-11-26 11:26:22"
"1067663","10942","2011-11-27 07:13:55"
"1068058","6255","2011-11-27 16:12:44"
"1068283","8351","2011-11-27 20:16:07"
"1068537","541","2011-11-28 01:10:31"
"1068700","694","2011-11-28 04:33:24"
"1069068","77359","2011-11-28 09:44:04"
"1069278","1947","2011-11-28 12:01:28"
"1069607","13311","2011-11-28 15:17:49"
"1070168","690","2011-11-28 21:21:44"
"1070247","7547","2011-11-28 22:15:58"
"1070329","3339","2011-11-28 23:21:52"
"1070419","149","2011-11-29 01:16:16"
"1071273","4714","2011-11-29 12:28:26"
"1071641","68","2011-11-29 15:53:04"
"1073006","4607","2011-11-30 09:20:05"
"1073107","80108","2011-11-30 10:19:49"
"1073631","59190","2011-11-30 15:07:50"
"1074296","18135","2011-11-30 21:46:36"
"1074834","1948","2011-12-01 06:18:34"
"1075051","7495","2011-12-01 09:06:38"
"1075211","843","2011-12-01 10:29:16"
"1075543","3577","2011-12-01 13:35:34"
"1076305","10570","2011-12-01 21:10:01"
"1076640","38766","2011-12-02 02:49:49"
"1076743","7475","2011-12-02 05:14:20"
"1077122","1011","2011-12-02 09:59:14"
"1077309","45628","2011-12-02 11:41:28"
"1077723","1493","2011-12-02 15:42:37"
"1078211","40","2011-12-02 20:42:44"
"1078488","2388","2011-12-03 01:55:28"
"1078565","5147","2011-12-03 03:42:27"
"1079221","28989","2011-12-03 17:32:05"
"1079354","92301","2011-12-03 20:07:05"
"1079573","15940","2011-12-04 00:23:57"
"1079907","10733","2011-12-04 09:13:04"
"1080604","1759","2011-12-04 22:36:14"
"1080648","2119","2011-12-04 23:22:54"
"1081396","36095","2011-12-05 10:51:17"
"1081897","134670","2011-12-05 16:16:17"
"1082397","325","2011-12-05 21:37:28"
"1082681","43545","2011-12-06 02:08:21"
"1083663","25638","2011-12-06 14:07:11"
"1084437","169697","2011-12-06 21:46:50"
"1084530","257","2011-12-06 23:02:48"
"1084813","5000","2011-12-07 03:30:41"
"1086529","22847","2011-12-07 21:19:39"
"1086539","652","2011-12-07 21:27:32"
"1087673","416","2011-12-08 11:55:41"
"1087721","18750","2011-12-08 12:26:28"
"1087752","2218","2011-12-08 12:45:01"
"1088797","25737","2011-12-09 00:12:07"
"1090079","55429","2011-12-09 16:12:50"
"1090727","8114","2011-12-10 01:23:25"
"1091116","7989","2011-12-10 10:55:46"
"1091195","6804","2011-12-10 12:41:49"
"1091251","20729","2011-12-10 13:40:49"
"1091777","209","2011-12-10 23:59:21"
"1092071","799","2011-12-11 09:13:10"
"1092324","1925","2011-12-11 14:40:17"
"1092853","596","2011-12-12 00:00:50"
"1092970","5275","2011-12-12 02:23:23"
"1093020","7414","2011-12-12 03:20:10"
"1093528","105886","2011-12-12 10:38:16"
"1094469","532","2011-12-12 20:05:34"
"1094597","62477","2011-12-12 21:31:14"
"1095106","2077","2011-12-13 05:44:50"
"1097347","10620","2011-12-14 08:13:04"
"1098361","5942","2011-12-14 17:20:48"
"1098564","3118","2011-12-14 19:33:14"
"1098917","2257","2011-12-15 00:10:56"
"1099533","186","2011-12-15 09:31:21"
"1100135","11245","2011-12-15 15:02:15"
"1100237","1112","2011-12-15 15:51:09"
"1100552","57932","2011-12-15 18:44:18"
"1100842","795","2011-12-15 21:52:36"
"1101802","589","2011-12-16 11:06:27"
"1102051","17673","2011-12-16 13:45:03"
"1102413","3359","2011-12-16 17:11:37"
"1103498","3399","2011-12-17 13:29:10"
"1103872","170343","2011-12-17 20:18:41"
"1104309","398","2011-12-18 08:46:29"
"1104979","13840","2011-12-18 22:18:31"
"1105514","4879","2011-12-19 08:48:02"
"1105562","8731","2011-12-19 09:20:44"
"1105759","3302","2011-12-19 11:17:18"
"1105988","574","2011-12-19 13:31:52"
"1107593","11948","2011-12-20 10:24:19"
"1107595","2112","2011-12-20 10:25:18"
"1108495","4009","2011-12-20 18:51:03"
"1108910","1734","2011-12-21 00:26:59"
"1109572","101","2011-12-21 09:46:46"
"1110833","16508","2011-12-22 00:06:22"
"1110941","15728","2011-12-22 02:17:29"
"1111371","14628","2011-12-22 08:56:37"
"1111557","3484","2010-11-23 05:31:44"
"1111814","154","2011-12-22 13:35:47"
"1113435","6062","2011-12-23 12:49:20"
"1113475","9426","2011-12-23 13:26:12"
"1113515","2790","2011-12-23 14:04:30"
"1114045","2623","2011-12-23 22:13:58"
"1115220","6098","2011-12-25 09:50:28"
"1115360","19590","2011-12-25 14:14:37"
"1115765","146","2011-12-26 02:02:00"
"1116177","613","2011-12-26 10:26:14"
"1116364","14783","2011-12-26 13:19:58"
"1117987","4370","2011-02-23 08:44:16"
"1118321","22804","2011-12-27 21:35:56"
"1118419","7375","2011-12-27 23:06:27"
"1119128","102","2011-12-28 10:41:34"
"1119677","1697","2011-12-28 16:36:38"
"1119701","129875","2011-12-28 16:54:19"
"1119831","411","2011-12-28 18:39:17"
"1119863","24866","2011-12-28 19:08:30"
"1120273","136212","2011-12-29 01:15:54"
"1121919","6279","2011-12-29 21:08:44"
"1121984","44","2011-12-29 21:55:58"
"1122270","19839","2011-12-30 03:42:53"
"1122353","1283","2011-12-30 05:08:52"
"1122645","20608","2011-12-30 08:54:47"
"1122939","2759","2011-12-30 12:52:28"
"1123226","13406","2011-12-30 16:39:37"
"1123685","2259","2011-12-30 23:22:17"
"1124466","1460","2011-12-31 15:54:40"
"1124578","5519","2011-12-31 18:05:22"
"1124691","8206","2011-12-31 21:02:46"
"1125513","4473","2012-01-01 23:25:44"
"1125956","5040","2012-01-02 09:01:10"
"1125961","1248","2012-01-02 09:09:05"
"1126526","16455","2012-01-02 16:35:46"
"1126841","350662","2012-01-02 21:41:39"
"1126943","13651","2012-01-02 23:16:25"
"1126955","3007","2012-01-02 23:27:44"
"1127114","42526","2012-01-03 02:52:54"
"1127619","14918","2012-01-03 10:23:09"
"1127699","12369","2012-01-03 11:20:50"
"1127801","656","2012-01-03 12:20:26"
"1128336","4282","2012-01-03 17:24:59"
"1128552","1871","2012-01-03 19:25:41"
"1129652","2037","2012-01-04 10:00:08"
"1132072","334","2012-01-05 11:58:48"
"1132871","8541","2011-12-26 11:36:15"
"1133039","136","2012-01-05 20:33:15"
"1137629","2581","2012-01-08 21:41:17"
"1137729","3783","2012-01-08 23:29:27"
"1138353","737","2012-01-09 09:27:24"
"1139099","15485","2012-01-09 16:12:34"
"1139127","9499","2012-01-09 16:28:55"
"1139390","179","2012-01-09 18:57:55"
"1139393","30190","2012-01-09 19:00:56"
"1139571","621","2012-01-09 20:42:56"
"1139700","2348","2012-01-09 21:57:46"
"1139725","3103","2012-01-09 22:16:03"
"1141839","33794","2012-01-10 21:45:53"
"1142004","3055","2012-01-10 23:37:22"
"1142045","10056","2012-01-11 00:10:52"
"1142110","2042","2012-01-11 01:09:35"
"1142306","355","2012-01-11 03:56:21"
"1142368","3713","2012-01-11 04:55:43"
"1142814","4484","2010-12-06 15:04:41"
"1143679","2120","2012-01-11 16:49:21"
"1143681","3149","2012-01-11 16:50:47"
"1143874","27312","2012-01-11 18:29:48"
"1143922","4327","2012-01-11 18:55:33"
"1144035","998175","2012-01-11 19:53:57"
"1144073","624","2012-01-11 20:15:46"
"1145239","836","2012-01-12 10:15:41"
"1146363","41489","2012-01-12 20:14:13"
"1146608","8966","2012-01-12 22:56:47"
"1148035","1339","2012-01-13 15:59:43"
"1148055","5707","2012-01-13 16:13:01"
"1148705","2995","2012-01-13 23:25:57"
"1149495","38513","2012-01-14 16:55:08"
"1149736","18383","2012-01-14 20:41:50"
"1149944","13743","2012-01-15 01:07:15"
"1150282","1795","2012-01-15 11:00:00"
"1151046","399","2012-01-16 00:31:34"
"1151456","14109","2012-01-16 08:21:35"
"1151724","10068","2012-01-16 11:15:50"
