,hours_for_accepted_answer,nanswers,view_count,answersviews
627,1.0433333333333332,3.0,896.0,0.0033482142857142855
98161,1.0433333333333332,2.0,6216.0,0.00032175032175032174
233272,1.0430555555555556,2.0,98.0,0.02040816326530612
172294,1.0416666666666667,2.0,1464.0,0.001366120218579235
43083,1.0408333333333333,1.0,4594.0,0.00021767522855898998
225210,1.0405555555555555,1.0,162.0,0.006172839506172839
211554,1.0402777777777779,1.0,105.0,0.009523809523809525
128842,1.0394444444444444,2.0,1869.0,0.001070090957731407
61580,1.0380555555555555,2.0,2472.0,0.0008090614886731392
70477,1.0377777777777777,3.0,240.0,0.0125
18162,1.0363888888888888,3.0,401.0,0.007481296758104738
211405,1.035,1.0,386.0,0.0025906735751295338
177963,1.0344444444444445,3.0,3625.0,0.0008275862068965517
212064,1.0341666666666667,1.0,87.0,0.011494252873563218
46941,1.033611111111111,2.0,574.0,0.003484320557491289
5310,1.0333333333333334,2.0,3192.0,0.0006265664160401002
88980,1.0327777777777778,1.0,1874.0,0.0005336179295624333
159761,1.0327777777777778,4.0,156.0,0.02564102564102564
91783,1.031388888888889,2.0,132.0,0.015151515151515152
176460,1.0283333333333333,1.0,79.0,0.012658227848101266
211593,1.0277777777777777,1.0,69.0,0.014492753623188406
82092,1.0275,1.0,955.0,0.0010471204188481676
203638,1.0266666666666666,2.0,2284.0,0.0008756567425569177
2078,1.0244444444444445,2.0,3993.0,0.0005008765339343851
139248,1.0238888888888888,3.0,523.0,0.0057361376673040155
58777,1.0238888888888888,2.0,219.0,0.0091324200913242
96004,1.0227777777777778,8.0,19456.0,0.00041118421052631577
12836,1.0225,2.0,952.0,0.0021008403361344537
209594,1.0225,1.0,166.0,0.006024096385542169
143622,1.0219444444444445,2.0,457.0,0.00437636761487965
17491,1.0219444444444445,2.0,888.0,0.0022522522522522522
112204,1.0208333333333333,1.0,380.0,0.002631578947368421
181854,1.0208333333333333,1.0,493.0,0.002028397565922921
19999,1.0180555555555555,2.0,1933.0,0.0010346611484738748
169790,1.0175,1.0,2011.0,0.0004972650422675286
33314,1.0175,6.0,1696.0,0.003537735849056604
61190,1.0169444444444444,4.0,4311.0,0.0009278589654372535
111110,1.0163888888888888,1.0,85.0,0.011764705882352941
39547,1.0161111111111112,2.0,1017.0,0.0019665683382497543
203843,1.0155555555555555,7.0,21646.0,0.0003233853829806893
56405,1.0152777777777777,1.0,344.0,0.0029069767441860465
119764,1.015,1.0,108.0,0.009259259259259259
46739,1.015,2.0,1010.0,0.0019801980198019802
100903,1.0138888888888888,2.0,1253.0,0.0015961691939345571
145310,1.0133333333333334,2.0,959.0,0.0020855057351407717
48053,1.0130555555555556,3.0,310.0,0.00967741935483871
23690,1.0125,4.0,1707.0,0.0023432923257176333
73941,1.0125,2.0,223.0,0.008968609865470852
219491,1.0108333333333333,1.0,712.0,0.0014044943820224719
43574,1.008888888888889,4.0,29331.0,0.0001363744843339811
23039,1.0086111111111111,2.0,3814.0,0.0005243838489774515
34312,1.0058333333333334,1.0,5966.0,0.00016761649346295676
169716,1.0044444444444445,1.0,170.0,0.0058823529411764705
20095,1.003611111111111,3.0,2153.0,0.0013934045517882026
94730,1.0030555555555556,1.0,116.0,0.008620689655172414
230293,1.0027777777777778,2.0,69.0,0.028985507246376812
110914,1.0025,2.0,5962.0,0.0003354579000335458
186601,1.0025,1.0,375.0,0.0026666666666666666
152366,1.0016666666666667,4.0,1903.0,0.0021019442984760903
116998,1.0008333333333332,4.0,5590.0,0.0007155635062611807
33326,1.0008333333333332,7.0,2211.0,0.003165988240615106
154304,1.0008333333333332,1.0,675.0,0.0014814814814814814
154434,1.0008333333333332,1.0,213.0,0.004694835680751174
148402,1.0005555555555556,3.0,5086.0,0.0005898545025560362
115395,1.0,2.0,7916.0,0.00025265285497726126
15102,0.9997222222222222,2.0,582.0,0.003436426116838488
244,0.9997222222222222,2.0,1126.0,0.0017761989342806395
129413,0.9988888888888889,1.0,1059.0,0.0009442870632672333
215265,0.9986111111111111,1.0,90.0,0.011111111111111112
190627,0.9980555555555556,1.0,312.0,0.003205128205128205
16500,0.9977777777777778,2.0,496.0,0.004032258064516129
17095,0.9977777777777778,4.0,1762.0,0.0022701475595913734
1362,0.9969444444444444,7.0,724.0,0.009668508287292817
39608,0.995,4.0,3521.0,0.001136040897472309
170229,0.9947222222222222,1.0,354.0,0.002824858757062147
118747,0.9944444444444445,1.0,95.0,0.010526315789473684
230250,0.99,4.0,169.0,0.023668639053254437
203436,0.9897222222222222,5.0,23856.0,0.00020959087860496312
154948,0.9883333333333333,1.0,172.0,0.005813953488372093
53699,0.9875,8.0,5471.0,0.0014622555291537195
79835,0.9875,1.0,2432.0,0.00041118421052631577
143971,0.9863888888888889,1.0,303.0,0.0033003300330033004
86908,0.9852777777777778,4.0,12975.0,0.0003082851637764933
20404,0.9822222222222222,1.0,1089.0,0.0009182736455463728
201224,0.9813888888888889,1.0,974.0,0.001026694045174538
122490,0.9805555555555555,1.0,43.0,0.023255813953488372
108121,0.9797222222222223,1.0,410.0,0.0024390243902439024
134972,0.9794444444444445,1.0,869.0,0.0011507479861910242
117958,0.9772222222222222,1.0,159.0,0.006289308176100629
35420,0.9769444444444444,7.0,5551.0,0.0012610340479192938
143807,0.9761111111111112,1.0,697.0,0.0014347202295552368
208933,0.975,2.0,820.0,0.0024390243902439024
192336,0.9719444444444445,2.0,11722.0,0.00017061934823408976
166465,0.9719444444444445,1.0,1266.0,0.0007898894154818325
161328,0.9716666666666667,1.0,870.0,0.0011494252873563218
64624,0.9711111111111111,2.0,402.0,0.004975124378109453
155572,0.9702777777777778,2.0,4830.0,0.00041407867494824016
136268,0.9691666666666666,1.0,230.0,0.004347826086956522
11083,0.9688888888888889,4.0,5176.0,0.0007727975270479134
138389,0.9680555555555556,3.0,3460.0,0.0008670520231213873
27829,0.9669444444444445,4.0,12713.0,0.0003146385589554
223061,0.9663888888888889,1.0,277.0,0.0036101083032490976
20974,0.9658333333333333,2.0,843.0,0.002372479240806643
40085,0.9658333333333333,3.0,670.0,0.004477611940298508
195164,0.9641666666666666,1.0,692.0,0.001445086705202312
109580,0.9638888888888889,1.0,3102.0,0.0003223726627981947
24891,0.9633333333333334,1.0,425.0,0.002352941176470588
70695,0.9627777777777777,2.0,339.0,0.0058997050147492625
189196,0.9616666666666667,1.0,628.0,0.0015923566878980893
4667,0.9613888888888888,3.0,11352.0,0.0002642706131078224
58431,0.9611111111111111,1.0,898.0,0.0011135857461024498
76903,0.9611111111111111,2.0,270.0,0.007407407407407408
193397,0.9608333333333333,3.0,1112.0,0.002697841726618705
65280,0.9597222222222223,5.0,5670.0,0.0008818342151675485
168137,0.9591666666666666,1.0,1715.0,0.0005830903790087463
81355,0.9586111111111111,2.0,5494.0,0.00036403349108117945
185672,0.9586111111111111,1.0,120.0,0.008333333333333333
163076,0.9586111111111111,1.0,86.0,0.011627906976744186
64422,0.9583333333333334,2.0,3548.0,0.0005636978579481398
127430,0.9583333333333334,2.0,204.0,0.00980392156862745
231958,0.9572222222222222,1.0,44.0,0.022727272727272728
196950,0.9572222222222222,1.0,165.0,0.006060606060606061
125064,0.9566666666666667,1.0,171.0,0.005847953216374269
477,0.9558333333333333,9.0,1681.0,0.005353955978584176
129867,0.9555555555555556,1.0,755.0,0.0013245033112582781
222237,0.955,1.0,281.0,0.0035587188612099642
159878,0.9547222222222222,4.0,6087.0,0.0006571381632988336
54850,0.9547222222222222,1.0,411.0,0.0024330900243309003
232478,0.9544444444444444,2.0,114.0,0.017543859649122806
118050,0.9544444444444444,2.0,203.0,0.009852216748768473
176692,0.9536111111111111,1.0,890.0,0.0011235955056179776
222259,0.9536111111111111,2.0,112.0,0.017857142857142856
57349,0.9508333333333333,1.0,330.0,0.0030303030303030303
33459,0.9494444444444444,1.0,3150.0,0.00031746031746031746
148106,0.9491666666666667,1.0,1240.0,0.0008064516129032258
10551,0.9486111111111111,2.0,1565.0,0.0012779552715654952
73476,0.9472222222222222,3.0,45085.0,6.654097815237883e-05
64443,0.9469444444444445,6.0,11150.0,0.0005381165919282511
202433,0.945,1.0,339.0,0.0029498525073746312
73676,0.9433333333333334,1.0,2327.0,0.0004297378599054577
145716,0.9427777777777778,1.0,18974.0,5.270369979972594e-05
144659,0.9397222222222222,2.0,986.0,0.002028397565922921
148831,0.9386111111111111,1.0,834.0,0.001199040767386091
1262,0.9358333333333333,6.0,6125.0,0.0009795918367346938
181749,0.935,1.0,119.0,0.008403361344537815
44033,0.935,1.0,330.0,0.0030303030303030303
24163,0.9344444444444444,3.0,4734.0,0.0006337135614702154
134337,0.9344444444444444,2.0,763.0,0.002621231979030144
135799,0.9338888888888889,3.0,250.0,0.012
154975,0.9330555555555555,4.0,86649.0,4.616325635610336e-05
212077,0.9322222222222222,1.0,11762.0,8.501955449753443e-05
116113,0.9302777777777778,3.0,8906.0,0.00033685156074556477
133091,0.93,1.0,106.0,0.009433962264150943
17593,0.9291666666666667,1.0,247.0,0.004048582995951417
209014,0.9288888888888889,2.0,163.0,0.012269938650306749
10035,0.9272222222222222,1.0,288.0,0.003472222222222222
22906,0.9266666666666666,8.0,12730.0,0.0006284367635506677
147402,0.9263888888888889,2.0,7006.0,0.00028546959748786756
149810,0.9255555555555556,1.0,181.0,0.0055248618784530384
195599,0.9252777777777778,1.0,86.0,0.011627906976744186
23086,0.9241666666666667,2.0,2274.0,0.0008795074758135445
205599,0.9241666666666667,2.0,187.0,0.0106951871657754
32143,0.9230555555555555,1.0,2772.0,0.00036075036075036075
159823,0.9225,2.0,2776.0,0.0007204610951008645
121972,0.9211111111111111,3.0,16287.0,0.0001841959845275373
71979,0.92,1.0,2325.0,0.00043010752688172043
194585,0.9186111111111112,1.0,153.0,0.006535947712418301
62835,0.9169444444444445,8.0,15436.0,0.0005182689816014512
63356,0.9169444444444445,1.0,595.0,0.0016806722689075631
227753,0.9161111111111111,1.0,98.0,0.01020408163265306
159490,0.9152777777777777,1.0,744.0,0.0013440860215053765
43649,0.9141666666666667,1.0,325.0,0.003076923076923077
46021,0.9141666666666667,3.0,12732.0,0.000235626767200754
23133,0.9125,2.0,2627.0,0.0007613247049866769
199928,0.9113888888888889,1.0,388.0,0.002577319587628866
64937,0.9105555555555556,2.0,2409.0,0.0008302200083022001
127865,0.9105555555555556,1.0,4696.0,0.00021294718909710392
201334,0.9102777777777777,2.0,115.0,0.017391304347826087
42462,0.9102777777777777,2.0,8174.0,0.00024467824810374357
211631,0.9102777777777777,1.0,4170.0,0.00023980815347721823
24697,0.91,2.0,11137.0,0.00017958157493041214
92396,0.9077777777777778,2.0,230.0,0.008695652173913044
41988,0.9066666666666666,4.0,132317.0,3.0230431463833066e-05
204735,0.9063888888888889,1.0,323.0,0.0030959752321981426
108653,0.9052777777777777,3.0,4293.0,0.0006988120195667365
120861,0.905,5.0,19106.0,0.0002616978959489166
155893,0.9044444444444445,2.0,146.0,0.0136986301369863
9974,0.9030555555555555,2.0,433.0,0.004618937644341801
68437,0.9025,1.0,2018.0,0.0004955401387512388
63593,0.9019444444444444,1.0,671.0,0.0014903129657228018
40808,0.9002777777777777,1.0,176.0,0.005681818181818182
145341,0.8994444444444445,2.0,111.0,0.018018018018018018
229789,0.8988888888888888,1.0,82.0,0.012195121951219513
54055,0.8983333333333333,1.0,4585.0,0.00021810250817884405
191970,0.8980555555555556,1.0,286.0,0.0034965034965034965
86182,0.8966666666666666,1.0,243.0,0.00411522633744856
112549,0.8963888888888889,1.0,8597.0,0.00011631964638827499
83028,0.8958333333333334,6.0,22145.0,0.00027094152178821406
84339,0.895,2.0,3823.0,0.000523149359142035
68317,0.8947222222222222,2.0,248.0,0.008064516129032258
219868,0.8936111111111111,1.0,5179.0,0.00019308746862328635
11917,0.8925,1.0,348.0,0.0028735632183908046
229050,0.8922222222222222,1.0,71.0,0.014084507042253521
105198,0.8911111111111111,1.0,839.0,0.0011918951132300357
73834,0.8902777777777777,1.0,818.0,0.0012224938875305623
154104,0.89,1.0,12422.0,8.050233456770246e-05
207306,0.89,2.0,218.0,0.009174311926605505
62276,0.8897222222222222,2.0,1419.0,0.0014094432699083862
106310,0.8883333333333333,3.0,56249.0,5.333428149833775e-05
115766,0.8877777777777778,3.0,19245.0,0.0001558846453624318
63905,0.8863888888888889,5.0,2552.0,0.001959247648902821
162272,0.8847222222222222,3.0,5009.0,0.0005989219405070872
26486,0.8844444444444445,2.0,2044.0,0.0009784735812133072
141666,0.8836111111111111,1.0,454.0,0.0022026431718061676
179419,0.8827777777777778,2.0,725.0,0.002758620689655172
159027,0.8827777777777778,1.0,196.0,0.00510204081632653
104030,0.8827777777777778,1.0,114.0,0.008771929824561403
46212,0.8822222222222222,2.0,5390.0,0.00037105751391465676
95659,0.8822222222222222,3.0,2330.0,0.0012875536480686696
24410,0.8816666666666667,1.0,53186.0,1.880194036024518e-05
40562,0.88,1.0,1030.0,0.000970873786407767
99523,0.8788888888888889,2.0,572.0,0.0034965034965034965
177816,0.8783333333333333,1.0,644.0,0.0015527950310559005
83898,0.8780555555555556,1.0,765.0,0.00130718954248366
177448,0.8780555555555556,2.0,539.0,0.0037105751391465678
138395,0.8766666666666667,1.0,429.0,0.002331002331002331
146759,0.8752777777777778,1.0,82.0,0.012195121951219513
30893,0.875,2.0,373.0,0.005361930294906166
3763,0.8744444444444445,2.0,788.0,0.0025380710659898475
195131,0.8738888888888889,2.0,161.0,0.012422360248447204
90226,0.8736111111111111,2.0,300.0,0.006666666666666667
190751,0.8730555555555556,1.0,1003.0,0.0009970089730807576
26272,0.8713888888888889,3.0,936.0,0.003205128205128205
206644,0.8713888888888889,2.0,175.0,0.011428571428571429
182391,0.8677777777777778,1.0,932.0,0.001072961373390558
59517,0.8666666666666667,7.0,1703.0,0.004110393423370522
138170,0.8666666666666667,3.0,108.0,0.027777777777777776
127455,0.8663888888888889,1.0,856.0,0.0011682242990654205
145829,0.865,1.0,848.0,0.0011792452830188679
215734,0.865,1.0,62.0,0.016129032258064516
69074,0.8647222222222222,2.0,1101.0,0.0018165304268846503
126255,0.8633333333333333,3.0,567.0,0.005291005291005291
79427,0.8633333333333333,1.0,61.0,0.01639344262295082
180928,0.8630555555555556,2.0,1684.0,0.0011876484560570072
123720,0.8627777777777778,2.0,8518.0,0.00023479690068091102
2342,0.8627777777777778,3.0,1106.0,0.0027124773960217
30280,0.8622222222222222,2.0,6512.0,0.0003071253071253071
42801,0.8619444444444444,1.0,290.0,0.0034482758620689655
55283,0.8611111111111112,4.0,10577.0,0.0003781790677885979
222887,0.8605555555555555,1.0,297.0,0.003367003367003367
204494,0.8602777777777778,1.0,1220.0,0.000819672131147541
119345,0.8597222222222223,1.0,504.0,0.001984126984126984
198907,0.8591666666666666,1.0,486.0,0.00205761316872428
231292,0.8591666666666666,1.0,71.0,0.014084507042253521
100492,0.8588888888888889,2.0,840.0,0.002380952380952381
111458,0.8580555555555556,1.0,734.0,0.0013623978201634877
45564,0.8575,1.0,4245.0,0.00023557126030624264
189376,0.8572222222222222,1.0,524.0,0.0019083969465648854
15813,0.8566666666666667,1.0,191.0,0.005235602094240838
171582,0.855,1.0,510.0,0.00196078431372549
148466,0.8544444444444445,2.0,129.0,0.015503875968992248
23235,0.8541666666666666,2.0,695.0,0.0028776978417266188
102711,0.8538888888888889,3.0,292.0,0.010273972602739725
196378,0.8536111111111111,2.0,114.0,0.017543859649122806
123894,0.8536111111111111,3.0,678.0,0.004424778761061947
179495,0.8533333333333334,1.0,646.0,0.0015479876160990713
128397,0.8519444444444444,1.0,92.0,0.010869565217391304
47376,0.8516666666666667,1.0,367.0,0.0027247956403269754
22989,0.8513888888888889,2.0,21282.0,9.3976130062964e-05
3165,0.8511111111111112,2.0,22800.0,8.771929824561403e-05
214991,0.85,1.0,67.0,0.014925373134328358
18124,0.8488888888888889,2.0,3589.0,0.0005572582892170521
124279,0.8486111111111111,2.0,3011.0,0.0006642311524410495
30575,0.8469444444444445,2.0,8325.0,0.00024024024024024023
146590,0.8466666666666667,1.0,5186.0,0.0001928268414963363
175528,0.8441666666666666,1.0,968.0,0.0010330578512396695
135561,0.8441666666666666,2.0,881.0,0.0022701475595913734
61984,0.8433333333333334,1.0,1638.0,0.0006105006105006105
170695,0.8433333333333334,2.0,374.0,0.0053475935828877
3056,0.8405555555555555,9.0,152941.0,5.884622174564048e-05
123911,0.84,2.0,2342.0,0.0008539709649871904
196598,0.8366666666666667,1.0,481.0,0.002079002079002079
111258,0.8363888888888888,2.0,480.0,0.004166666666666667
82700,0.8361111111111111,1.0,913.0,0.001095290251916758
77031,0.8358333333333333,1.0,172.0,0.005813953488372093
149314,0.8355555555555556,1.0,137.0,0.0072992700729927005
6753,0.8347222222222223,4.0,12266.0,0.0003261046796021523
7587,0.8341666666666666,4.0,15462.0,0.0002586987453110852
42640,0.8330555555555555,1.0,10058.0,9.942334460131238e-05
104549,0.8327777777777777,2.0,1227.0,0.0016299918500407497
81427,0.8319444444444445,2.0,1782.0,0.001122334455667789
202819,0.8305555555555556,1.0,72.0,0.013888888888888888
196030,0.8302777777777778,1.0,258.0,0.003875968992248062
68552,0.83,2.0,8004.0,0.0002498750624687656
228997,0.83,1.0,143.0,0.006993006993006993
3078,0.8297222222222222,2.0,2697.0,0.0007415647015202076
9916,0.8286111111111111,1.0,2018.0,0.0004955401387512388
71627,0.8272222222222222,1.0,8537.0,0.00011713716762328687
174218,0.8261111111111111,4.0,2129.0,0.0018788163457022077
174812,0.8255555555555556,2.0,166.0,0.012048192771084338
100724,0.8247222222222222,1.0,682.0,0.001466275659824047
170941,0.8247222222222222,1.0,512.0,0.001953125
97469,0.8241666666666667,1.0,413.0,0.002421307506053269
74547,0.8238888888888889,2.0,4383.0,0.0004563084645220169
5644,0.8236111111111111,1.0,157.0,0.006369426751592357
61900,0.8233333333333334,2.0,360.0,0.005555555555555556
134601,0.8227777777777778,4.0,1485.0,0.0026936026936026937
69181,0.8225,1.0,12724.0,7.859163784973278e-05
141000,0.8225,4.0,11573.0,0.00034563207465652815
21253,0.8216666666666667,2.0,1707.0,0.0011716461628588166
17998,0.8213888888888888,2.0,471.0,0.004246284501061571
157880,0.8213888888888888,1.0,874.0,0.0011441647597254005
143828,0.8211111111111111,4.0,1494.0,0.002677376171352075
201429,0.8208333333333333,2.0,3295.0,0.0006069802731411229
40330,0.8191666666666667,3.0,3134.0,0.0009572431397574984
198872,0.8186111111111111,1.0,130.0,0.007692307692307693
179977,0.8186111111111111,1.0,292.0,0.003424657534246575
189516,0.8166666666666667,1.0,14203.0,7.040766035344645e-05
197325,0.8163888888888889,2.0,206.0,0.009708737864077669
76809,0.8163888888888889,4.0,1375.0,0.002909090909090909
68245,0.8161111111111111,1.0,315.0,0.0031746031746031746
67630,0.8158333333333333,1.0,24473.0,4.0861357414293305e-05
127940,0.8158333333333333,2.0,329.0,0.0060790273556231
120020,0.8155555555555556,2.0,2516.0,0.000794912559618442
180053,0.815,1.0,438.0,0.00228310502283105
81345,0.8147222222222222,2.0,5136.0,0.0003894080996884735
221844,0.8138888888888889,1.0,197.0,0.005076142131979695
182889,0.8138888888888889,1.0,892.0,0.0011210762331838565
4436,0.8127777777777778,3.0,305.0,0.009836065573770493
21297,0.8119444444444445,2.0,49719.0,4.022607051630162e-05
109435,0.8119444444444445,1.0,5343.0,0.00018716077110237696
14305,0.8113888888888889,1.0,4714.0,0.00021213406873143826
4841,0.8111111111111111,3.0,8754.0,0.0003427004797806717
182237,0.8108333333333333,1.0,97.0,0.010309278350515464
102799,0.8105555555555556,4.0,5788.0,0.000691085003455425
179396,0.81,3.0,796.0,0.0037688442211055275
142376,0.81,1.0,96.0,0.010416666666666666
42168,0.8091666666666667,1.0,2574.0,0.0003885003885003885
102430,0.8069444444444445,2.0,1002.0,0.001996007984031936
131837,0.8069444444444445,1.0,233.0,0.004291845493562232
159560,0.8066666666666666,3.0,2633.0,0.001139384732244588
1653,0.8063888888888889,4.0,8914.0,0.0004487323311644604
159397,0.8063888888888889,3.0,34263.0,8.755800717975659e-05
96227,0.8061111111111111,2.0,1130.0,0.0017699115044247787
233304,0.8055555555555556,1.0,66.0,0.015151515151515152
15943,0.805,1.0,1233.0,0.0008110300081103001
226368,0.805,1.0,1655.0,0.0006042296072507553
143380,0.8047222222222222,1.0,107.0,0.009345794392523364
129560,0.8041666666666667,1.0,593.0,0.0016863406408094434
56010,0.8038888888888889,1.0,139.0,0.007194244604316547
49228,0.8038888888888889,1.0,446.0,0.002242152466367713
221388,0.8030555555555555,1.0,77.0,0.012987012987012988
20209,0.8025,1.0,613.0,0.0016313213703099511
153777,0.8016666666666666,3.0,1398.0,0.002145922746781116
151812,0.8016666666666666,2.0,128.0,0.015625
158787,0.8011111111111111,2.0,110.0,0.01818181818181818
151362,0.8008333333333333,2.0,4553.0,0.0004392708104546453
206543,0.8,1.0,330.0,0.0030303030303030303
17965,0.7997222222222222,1.0,579.0,0.0017271157167530224
19638,0.7994444444444444,8.0,24834.0,0.0003221390029797858
79197,0.7972222222222223,1.0,837.0,0.0011947431302270011
197016,0.7944444444444444,1.0,3917.0,0.0002552974214960429
26142,0.7944444444444444,3.0,8020.0,0.0003740648379052369
100519,0.7944444444444444,3.0,5018.0,0.0005978477481068154
135157,0.7936111111111112,1.0,1387.0,0.0007209805335255948
201277,0.7925,3.0,8281.0,0.00036227508754981284
1793,0.7919444444444445,4.0,5656.0,0.0007072135785007072
178101,0.7916666666666666,1.0,3309.0,0.0003022061045633122
232301,0.7913888888888889,1.0,70.0,0.014285714285714285
9119,0.7911111111111111,3.0,422.0,0.0071090047393364926
25219,0.7911111111111111,2.0,1746.0,0.001145475372279496
181496,0.79,2.0,193.0,0.010362694300518135
17172,0.7897222222222222,1.0,387.0,0.002583979328165375
216808,0.7894444444444444,1.0,242.0,0.004132231404958678
108428,0.7894444444444444,2.0,6792.0,0.0002944640753828033
12313,0.7883333333333333,3.0,1797.0,0.001669449081803005
207332,0.7880555555555555,1.0,909.0,0.0011001100110011
49823,0.7855555555555556,2.0,529.0,0.003780718336483932
168602,0.7852777777777777,1.0,306.0,0.0032679738562091504
63907,0.7847222222222222,1.0,131.0,0.007633587786259542
44840,0.7819444444444444,2.0,954.0,0.0020964360587002098
131092,0.7819444444444444,1.0,70.0,0.014285714285714285
31388,0.7816666666666666,1.0,1204.0,0.0008305647840531562
32568,0.7813888888888889,2.0,649.0,0.0030816640986132513
35060,0.7780555555555555,1.0,163.0,0.006134969325153374
177099,0.7772222222222223,1.0,99.0,0.010101010101010102
174932,0.7769444444444444,1.0,2042.0,0.0004897159647404506
32236,0.7769444444444444,2.0,10559.0,0.00018941187612463303
38074,0.7763888888888889,1.0,4901.0,0.00020403999183840033
109828,0.7755555555555556,3.0,1389.0,0.0021598272138228943
40784,0.7752777777777777,1.0,4108.0,0.00024342745861733204
35450,0.7752777777777777,2.0,3225.0,0.00062015503875969
154068,0.7752777777777777,1.0,562.0,0.0017793594306049821
38199,0.7730555555555556,4.0,2210.0,0.0018099547511312218
67961,0.7730555555555556,2.0,155.0,0.012903225806451613
74382,0.7725,3.0,1974.0,0.001519756838905775
174672,0.7722222222222223,1.0,1951.0,0.0005125576627370579
66376,0.7716666666666666,3.0,249.0,0.012048192771084338
118146,0.7716666666666666,1.0,2544.0,0.00039308176100628933
92421,0.7711111111111111,3.0,1947.0,0.0015408320493066256
14820,0.7702777777777777,2.0,3240.0,0.0006172839506172839
77039,0.77,6.0,11687.0,0.0005133909472062976
140185,0.77,1.0,1777.0,0.0005627462014631402
44181,0.7697222222222222,4.0,6442.0,0.0006209251785159888
37484,0.7694444444444445,3.0,710.0,0.004225352112676056
57819,0.7675,2.0,76.0,0.02631578947368421
92493,0.7672222222222222,1.0,38.0,0.02631578947368421
155169,0.7669444444444444,3.0,10453.0,0.00028699894767052523
32902,0.7661111111111111,5.0,2486.0,0.002011263073209976
205851,0.7655555555555555,1.0,108.0,0.009259259259259259
55456,0.7638888888888888,1.0,244.0,0.004098360655737705
220717,0.7638888888888888,1.0,620.0,0.0016129032258064516
225708,0.7638888888888888,1.0,162.0,0.006172839506172839
91641,0.7636111111111111,5.0,3763.0,0.0013287270794578793
153854,0.7627777777777778,1.0,398.0,0.002512562814070352
59128,0.7622222222222222,1.0,125.0,0.008
31065,0.7622222222222222,2.0,1644.0,0.0012165450121654502
13698,0.7622222222222222,6.0,2189.0,0.002740977615349475
204907,0.7616666666666667,1.0,3105.0,0.00032206119162640903
189011,0.7613888888888889,1.0,1041.0,0.0009606147934678194
55862,0.7608333333333334,4.0,360.0,0.011111111111111112
147105,0.76,2.0,1103.0,0.001813236627379873
26226,0.7597222222222222,2.0,1056.0,0.001893939393939394
152093,0.7591666666666667,1.0,534.0,0.0018726591760299626
27769,0.7588888888888888,5.0,6112.0,0.0008180628272251309
192080,0.7588888888888888,2.0,2499.0,0.0008003201280512205
14328,0.7586111111111111,2.0,695.0,0.0028776978417266188
16214,0.7583333333333333,3.0,423.0,0.0070921985815602835
148005,0.7580555555555556,1.0,86.0,0.011627906976744186
88601,0.7577777777777778,2.0,767.0,0.002607561929595828
126853,0.7569444444444444,1.0,216.0,0.004629629629629629
109961,0.7563888888888889,3.0,2914.0,0.001029512697323267
202817,0.7561111111111111,2.0,373.0,0.005361930294906166
20045,0.7561111111111111,2.0,5152.0,0.00038819875776397513
184003,0.7555555555555555,2.0,320.0,0.00625
143719,0.7530555555555556,1.0,1034.0,0.0009671179883945841
207474,0.7527777777777778,1.0,240.0,0.004166666666666667
229872,0.7519444444444444,1.0,68.0,0.014705882352941176
226976,0.7513888888888889,1.0,95.0,0.010526315789473684
133440,0.7513888888888889,1.0,946.0,0.0010570824524312897
45311,0.7511111111111111,2.0,2490.0,0.0008032128514056225
52980,0.7508333333333334,2.0,90510.0,2.209700585570655e-05
11985,0.7477777777777778,1.0,38632.0,2.5885276454752537e-05
229812,0.7477777777777778,3.0,595.0,0.005042016806722689
144466,0.7472222222222222,4.0,13260.0,0.00030165912518853697
116367,0.7469444444444444,1.0,6570.0,0.00015220700152207003
67213,0.7466666666666667,3.0,136.0,0.022058823529411766
108230,0.7458333333333333,1.0,135.0,0.007407407407407408
187449,0.7455555555555555,1.0,227.0,0.004405286343612335
110171,0.7444444444444445,1.0,3421.0,0.00029231218941829873
107975,0.7433333333333333,1.0,562.0,0.0017793594306049821
53448,0.7430555555555556,3.0,2624.0,0.0011432926829268292
30431,0.7427777777777778,2.0,3065.0,0.0006525285481239804
66472,0.7416666666666667,3.0,234.0,0.01282051282051282
55190,0.7413888888888889,1.0,684.0,0.0014619883040935672
124632,0.7411111111111112,1.0,292.0,0.003424657534246575
213959,0.7405555555555555,2.0,209.0,0.009569377990430622
18608,0.7383333333333333,2.0,1456.0,0.0013736263736263737
22937,0.7380555555555556,2.0,4694.0,0.00042607584149978694
82249,0.7380555555555556,2.0,1099.0,0.0018198362147406734
43658,0.7366666666666667,1.0,150.0,0.006666666666666667
137391,0.7363888888888889,1.0,74.0,0.013513513513513514
167707,0.7358333333333333,2.0,2877.0,0.0006951685783802572
231487,0.7358333333333333,1.0,42.0,0.023809523809523808
222099,0.7352777777777778,2.0,6313.0,0.0003168065895770632
73540,0.735,1.0,1939.0,0.0005157297576070139
86012,0.7347222222222223,1.0,780.0,0.001282051282051282
31213,0.7347222222222223,2.0,2929.0,0.0006828269033799932
209190,0.7344444444444445,2.0,201.0,0.009950248756218905
77532,0.7344444444444445,4.0,2677.0,0.0014942099364960778
127581,0.7338888888888889,1.0,159.0,0.006289308176100629
62600,0.7338888888888889,1.0,9705.0,0.00010303967027305513
25578,0.7336111111111111,2.0,733.0,0.002728512960436562
65184,0.7319444444444444,2.0,2044.0,0.0009784735812133072
150913,0.7316666666666667,1.0,1542.0,0.0006485084306095979
