tag,UpVotes,user_id,rownum
"capybara","5","1015342","2"
"ruby-on-rails-3","4","1015342","3"
"coffeescript","2","1015342","4"
"twitter-bootstrap-rails","2","1015342","5"
"php","884","1015483","1"
"mysql","140","1015483","2"
"facebook","76","1015483","3"
"html","71","1015483","4"
"sql","48","1015483","5"
"java","222","1031887","1"
"sql","134","1031887","2"
"mysql","128","1031887","3"
"date","124","1031887","4"
"greatest-n-per-group","116","1031887","5"
"javascript","62","1032080","1"
"html","49","1032080","2"
"callback","466","951423","3"
"c","227","951423","4"
"arrays","218","951423","5"
"c++","6","951441","1"
"codeblocks","5","951441","2"
"sdl","5","951441","3"
"mingw","5","951441","4"
"linker-errors","5","951441","5"
"php","115","951690","1"
"phpmyadmin","76","951690","2"
"mysql","35","951690","3"
"sql","10","951690","4"
"datetime","5","951690","5"
"c++","3473","951757","1"
"c++11","563","951757","2"
"vector","400","951757","3"
"string","200","951757","4"
"stl","191","951757","5"
"php","59","965144","1"
"html","20","965144","2"
"forms","18","965144","3"
"login","18","965144","4"
"explode","13","965144","5"
"build","4","965280","1"
"visual-studio-2010","4","965280","2"
"c#","4","965280","3"
"visual-studio","3","965280","4"
"iis-express","3","965280","5"
"sql-server","181","965283","1"
"sql-server-2008","115","965283","2"
"jdbc","113","965283","3"
"amazon-web-services","21","965283","4"
"sql-server-2012","20","965283","5"
"oauth-2.0","170","965361","1"
"oauth","12","965361","2"
"java","8","965361","3"
"spring-security","6","965361","4"
"cxf","6","965361","5"
"java","73","965593","1"
"multithreading","13","965593","2"
"exception","10","965593","3"
"performance","9","965593","4"
"object","7","965593","5"
"javascript","1063","965907","1"
"html","729","965907","2"
"css","655","965907","3"
"jquery","504","965907","4"
"php","491","965907","5"
"c++","14","978965","1"
"qt","7","978965","2"
"linux","6","978965","3"
"php","5","978965","4"
"c#","5","978965","5"
"python","42","980382","1"
"qtablewidget","22","980382","2"
"qt","22","980382","3"
"pyqt4","22","980382","4"
"methods","20","980382","5"
"java","139","980520","1"
"linux","65","980520","2"
"bash","43","980520","3"
"php","42","980520","4"
"kill-process","41","980520","5"
"oracle","733","980549","1"
"sql","389","980549","2"
"linux","198","980549","3"
"bash","190","980549","4"
"centos","181","980549","5"
"php","162","993169","1"
"facebook-ads-api","100","993169","2"
"facebook","96","993169","3"
"facebook-graph-api","71","993169","4"
"html","35","993169","5"
"android","267","993266","1"
"assets","65","993266","2"
"java","46","993266","3"
"eclipse","15","993266","4"
"android-layout","15","993266","5"
"c#","10269","993547","1"
".net","3245","993547","2"
"asp.net","976","993547","3"
"c#-6.0","713","993547","4"
"sql","642","993547","5"
"c#","2144","1002323","1"
".net","724","1002323","2"
"vb.net","647","1002323","3"
"asp.net","510","1002323","4"
"winforms","385","1002323","5"
"ninject","2","1016001","1"
"wcf","2","1016001","2"
"c#","1","1016001","3"
"memory-leaks","1","1016001","4"
"java","6","1016197","1"
"rest","5","1016197","2"
"dropwizard","5","1016197","3"
"jdbi","5","1016197","4"
"groovy","1","1016197","5"
"sql-server","10","1016211","1"
".net","5","1016211","2"
"sql-server-2008","5","1016211","3"
"c#","5","1016211","4"
"javascript","4","1016211","5"
".htaccess","33","1016442","1"
"perl","30","1016442","2"
"bash","30","1016442","3"
"mod-rewrite","29","1016442","4"
"url-redirection","28","1016442","5"
"java","4","1016524","1"
"selinux","2","1016524","2"
"class","2","1016524","3"
"share","2","1016524","4"
"object","2","1016524","5"
"php","32","1017513","1"
"html","20","1017513","2"
"asp-classic","16","1017513","3"
"javascript","9","1017513","4"
"vbscript","9","1017513","5"
"oracle","133","1017561","1"
"sql","132","1017561","2"
"javascript","121","1017561","3"
"function","49","1017561","4"
"object","46","1017561","5"
"css","138","1019059","1"
"html","134","1019059","2"
"forms","33","1019059","3"
"google-chrome","17","1019059","4"
"django","14","1019059","5"
"php","53","1019588","1"
"html","48","1019588","2"
"mysql","39","1019588","3"
"css","35","1019588","4"
"javascript","24","1019588","5"
"c++","342","1020072","1"
"windbg","138","1020072","2"
"c++11","127","1020072","3"
"multithreading","89","1020072","4"
"debugging","69","1020072","5"
"python","52","1021819","1"
"numpy","41","1021819","2"
"pandas","37","1021819","3"
"alpine","34","1021819","4"
"docker","34","1021819","5"
"python","35","1022048","1"
"java","12","1022048","2"
"mysql-python","9","1022048","3"
"pip","8","1022048","4"
"python-2.7","8","1022048","5"
"android","156","1034031","1"
"surfaceview","20","1034031","2"
"keychain","233","940249","3"
"macos","185","940249","4"
"automatic-ref-counting","117","940249","5"
"design-patterns","46","940347","1"
"analysis","42","940347","2"
"c#","28","940347","3"
"java","26","940347","4"
"debugging","24","940347","5"
"c++","3126","952747","1"
"c","549","952747","2"
"c++11","379","952747","3"
"vector","253","952747","4"
"qt","217","952747","5"
"django","79","952787","1"
"python","74","952787","2"
"facebook","61","952787","3"
"facebook-graph-api","61","952787","4"
"facebook-fql","60","952787","5"
"ruby-on-rails","261","955697","1"
"ruby-on-rails-3","146","955697","2"
"ruby-on-rails-3.1","140","955697","3"
"sql","140","955697","4"
"nginx","117","955697","5"
"android","93","956183","1"
"android-alertdialog","48","956183","2"
"google-maps","7","956183","3"
"scrollview","4","956183","4"
"java","3","956183","5"
"php","594","956397","1"
"javascript","313","956397","2"
"jquery","300","956397","3"
"dom","168","956397","4"
"git","118","956397","5"
"ruby","2601","966023","1"
"ruby-on-rails","902","966023","2"
"json","484","966023","3"
"nokogiri","416","966023","4"
"mechanize","355","966023","5"
"css","170","966187","1"
"sass","153","966187","2"
"compass-sass","151","966187","3"
"jquery","65","966187","4"
"github","52","966187","5"
"perl","92","967552","1"
"linux","57","967552","2"
"c","51","967552","3"
"process","40","967552","4"
"wait","32","967552","5"
"c#","36","967770","1"
"winforms","12","967770","2"
"datagridview","7","967770","3"
"sql","5","967770","4"
"database","3","967770","5"
"php","33","968201","1"
"git","32","968201","2"
"gitignore","31","968201","3"
"mysql","24","968201","4"
"prepared-statement","18","968201","5"
"prolog","1270","980550","1"
"bash","633","980550","2"
"linux","492","980550","3"
"grep","379","980550","4"
"nohup","361","980550","5"
"c#","308","980799","1"
"css","296","980799","2"
"javascript","293","980799","3"
"html","284","980799","4"
"asp.net-mvc","233","980799","5"
"cryptography","106","980922","1"
"encryption","57","980922","2"
"security","52","980922","3"
"aes","32","980922","4"
"c#","29","980922","5"
"node.js","84","994165","1"
"npm","69","994165","2"
"visual-studio","68","994165","3"
"java","22","994165","4"
"weblogic","13","994165","5"
"sql","108","995429","1"
"javascript","95","995429","2"
"jquery","87","995429","3"
"asp.net-mvc-3","61","995429","4"
"javascript-events","61","995429","5"
"php","2371","995579","1"
"javascript","1791","995579","2"
"jquery","1105","995579","3"
"html","673","995579","4"
"ajax","405","995579","5"
"php","944","1002469","1"
"python","796","1002469","2"
"xml","397","1002469","3"
"mysql","343","1002469","4"
"javascript","197","1002469","5"
"c","1218","1003575","1"
"arrays","161","1003575","2"
"pointers","139","1003575","3"
"c++","105","1003575","4"
"string","92","1003575","5"
"c++","106","1003615","1"
"opengl","49","1003615","2"
"c++11","37","1003615","3"
"3d","30","1003615","4"
"gpu","20","1003615","5"
"delphi","104","1022219","1"
"delphi-2010","24","1022219","2"
"ajax","22","1022219","3"
"jquery","22","1022219","4"
"javascript","22","1022219","5"
"java","146","1022260","1"
"python","56","1022260","2"
"javascript","51","1022260","3"
"android","50","1022260","4"
"php","36","1022260","5"
"c","446","1022889","1"
"linux","92","1022889","2"
"c++","92","1022889","3"
"arrays","60","1022889","4"
"pointers","57","1022889","5"
"ruby-on-rails","220","1023216","1"
"angularjs","104","1023216","2"
"javascript","93","1023216","3"
"ruby-on-rails-3","89","1023216","4"
"ruby-on-rails-4","78","1023216","5"
"ruby-on-rails","779","1023609","1"
"ruby-on-rails-3","423","1023609","2"
"ruby","296","1023609","3"
"activerecord","146","1023609","4"
"sql","102","1023609","5"
"c#","1738","1036390","1"
"asp.net","508","1036390","2"
"datatable","255","1036390","3"
"wpf","238","1036390","4"
".net","227","1036390","5"
"django","280","1036843","1"
"postgresql","224","1036843","2"
"python","70","1036843","3"
"json","32","1036843","4"
"sanic","30","1036843","5"
"php","60","1036917","1"
"jquery","28","1036917","2"
"mongodb","22","1036917","3"
"mongoose","16","1036917","4"
"nosql","16","1036917","5"
"java","451","1037316","1"
"spring","87","1037316","2"
"cdi","84","1037316","3"
"jboss-arquillian","66","1037316","4"
"jpa","63","1037316","5"
"symlink","14","995959","4"
"c++","12","995959","5"
"python","60","996056","1"
"python-2.7","42","996056","2"
"protocol-buffers","36","996056","3"
"javascript","18","996056","4"
"cabal","10","996056","5"
"debugging","165","996606","1"
"windbg","52","996606","2"
"c++","51","996606","3"
"visual-studio-2008","47","996606","4"
".net","42","996606","5"
"vim","208","1005230","1"
"qt","203","1005230","2"
"c++","68","1005230","3"
"qmake","64","1005230","4"
"qt5","55","1005230","5"
"node.js","146","1005844","1"
"javascript","142","1005844","2"
"httpserver","131","1005844","3"
"cookies","131","1005844","4"
"angularjs","18","1005844","5"
"node.js","182","1006422","1"
"semantic-versioning","141","1006422","2"
"bower","141","1006422","3"
"android","73","1006422","4"
"intel","67","1006422","5"
"c#","19","1006834","1"
"mono","18","1006834","2"
"linux","12","1006834","3"
"buffer-overflow","7","1006834","4"
"monodevelop","6","1006834","5"
"haskell","55","1007856","1"
"javascript","37","1007856","2"
"ruby","30","1007856","3"
"backbone.js","28","1007856","4"
"web-applications","25","1007856","5"
"php","5","1008459","1"
"security","2","1008459","2"
"session","2","1008459","3"
"arrays","1","1008459","4"
"testing","1","1008459","5"
"owasp","20","1008514","1"
"security","8","1008514","2"
"asp-classic","8","1008514","3"
"php","5","1008514","4"
"csrf","5","1008514","5"
"javascript","1428","1008999","1"
"base64","313","1008999","2"
"html","293","1008999","3"
"ajax","177","1008999","4"
"jquery","176","1008999","5"
"path","26","1009073","1"
"recover","26","1009073","2"
"delphi","7","1009073","3"
"excel","5","1009073","4"
"com","4","1009073","5"
"c","4343","1009479","1"
"c++","1704","1009479","2"
"lua","1611","1009479","3"
"python","1068","1009479","4"
"string","959","1009479","5"
"python","1044","1025391","1"
"c++","531","1025391","2"
"c","406","1025391","3"
"algorithm","205","1025391","4"
"math","196","1025391","5"
"sequelpro","61","1025425","1"
"sql","39","1025425","2"
"mysql","37","1025425","3"
"php","24","1025425","4"
"sql-server","13","1025425","5"
"xcode","48","1025559","1"
"ios","45","1025559","2"
"arduino","31","1025559","3"
"core-data","30","1025559","4"
"macos","26","1025559","5"
"c#","6","1025642","1"
".net","4","1025642","2"
"textbox","3","1025642","3"
"sql-server","3","1025642","4"
"winforms","3","1025642","5"
"django","176","1025963","1"
"python","159","1025963","2"
"django-models","67","1025963","3"
"css","44","1025963","4"
"python-2.7","43","1025963","5"
"javascript","85","1026017","1"
"html","84","1026017","2"
"css","65","1026017","3"
"jquery","45","1026017","4"
"reactjs","42","1026017","5"
"attributeerror","24","1026362","1"
"circular-reference","24","1026362","2"
"django","24","1026362","3"
"javascript","23","1026362","4"
"ecmascript-6","18","1026362","5"
"cpanel","75","1040031","1"
"nginx","73","1040031","2"
"ubuntu","70","1040031","3"
"python","69","1040031","4"
"uwsgi","64","1040031","5"
"android","1","1040562","1"
"external","1","1040562","2"
"oculusgo","1","1040562","3"
"unity3d","1","1040562","4"
"oculus","1","1040562","5"
"windows","22","1041139","1"
"c++","18","1041139","2"
"c#","15","1041139","3"
"tcp","14","1041139","4"
"wfp","13","1041139","5"
"html","314","1041321","1"
"upload","265","1041321","2"
"image-processing","265","1041321","3"
"asp.net","200","1041321","4"
"c#","186","1041321","5"
"c#","64","1041340","1"
".net","20","1041340","2"
"winforms","20","1041340","3"
"checkedlistbox","11","1041340","4"
"reflection","9","1041340","5"
"php","803","1041663","1"
"codeigniter","620","1041663","2"
"mysql","137","1041663","3"
"ajax","134","1041663","4"
"facebook-graph-api","127","1041663","5"
"php","93","1042193","1"
"jquery","59","1042193","2"
"wordpress","59","1042193","3"
"ajax","58","1042193","4"
"html","40","1042193","5"
"php","1001","1043150","1"
"fatal-error","180","1043150","2"
"arrays","123","1043150","3"
"mysql","75","1043150","4"
"javascript","70","1043150","5"
"linux","31","1059127","1"
"bash","24","1059127","2"
"7zip","23","1059127","3"
"zip","23","1059127","4"
"command-line","23","1059127","5"
"java","210","1060205","1"
"javascript","134","1060205","2"
"coding-style","133","1060205","3"
"optimization","133","1060205","4"
"static","133","1060205","5"
"cluster-analysis","2129","1060350","1"
"java","45","997787","5"
"php","485","998096","1"
"mysql","81","998096","2"
"javascript","70","998096","3"
"jquery","68","998096","4"
"html","59","998096","5"
"mysql","2703","998158","1"
"join","916","998158","2"
"sql","863","998158","3"
"php","689","998158","4"
"database","178","998158","5"
"google-app-engine","106","998318","1"
"javascript","57","998318","2"
"google-cloud-platform","57","998318","3"
"google-compute-engine","57","998318","4"
"angularjs","35","998318","5"
"node.js","123","998998","1"
"express","118","998998","2"
"stormpath","69","998998","3"
"exception-handling","64","998998","4"
"javascript","54","998998","5"
"php","28","999170","1"
"wordpress","6","999170","2"
"html","6","999170","3"
".htaccess","5","999170","4"
"database","5","999170","5"
"php","437","999553","1"
"jquery","199","999553","2"
"html","181","999553","3"
"javascript","160","999553","4"
"css","145","999553","5"
"database","77","1010405","1"
"data-warehouse","59","1010405","2"
"mysql","57","1010405","3"
"fact-table","57","1010405","4"
"business-intelligence","54","1010405","5"
"entity-framework","65","1010666","1"
"dbcontext","64","1010666","2"
"c#","64","1010666","3"
"expression-trees","64","1010666","4"
".net","64","1010666","5"
"php","358","1011145","1"
"apache","85","1011145","2"
".htaccess","83","1011145","3"
"mod-rewrite","81","1011145","4"
"friendly-url","78","1011145","5"
"php","2559","1011527","1"
"jquery","985","1011527","2"
"mysql","889","1011527","3"
"javascript","687","1011527","4"
"html","552","1011527","5"
"haskell","5738","1011995","1"
"c++","5324","1011995","2"
"java","5168","1011995","3"
"performance","4818","1011995","4"
"optimization","4467","1011995","5"
"git-flow","8","1026660","1"
"git","8","1026660","2"
"php","6","1026660","3"
"jquery","4","1026660","4"
"ajax","4","1026660","5"
"graph","7","1027738","1"
"draw","7","1027738","2"
"qt","7","1027738","3"
"matching","3","1027738","4"
"algorithm","3","1027738","5"
"ruby-on-rails-3","204","1028922","1"
"ruby-on-rails","189","1028922","2"
"ruby","93","1028922","3"
"activerecord","60","1028922","4"
"ruby-on-rails-3.2","50","1028922","5"
"c#","17","1029053","1"
"types","10","1029053","2"
"bitmask","10","1029053","3"
"permissions","10","1029053","4"
"enums","10","1029053","5"
"java","239","1029272","1"
"nio","32","1029272","2"
"java.nio.file","32","1029272","3"
"string","20","1029272","4"
"eclipse","18","1029272","5"
"postgresql","1189","1029453","1"
"perl","182","1029453","2"
"sql","140","1029453","3"
"mysql","107","1029453","4"
"enums","101","1029453","5"
"php","99","1029908","1"
"mysql","57","1029908","2"
"insert","21","1029908","3"
"utf-8","11","1029908","4"
"character-encoding","11","1029908","5"
"node.js","1096","1029936","1"
"javascript","597","1029936","2"
"d3.js","415","1029936","3"
"html","150","1029936","4"
"svg","130","1029936","5"
"go","244","1047788","1"
"linux","170","1047788","2"
"elf","156","1047788","3"
"python","156","1047788","4"
"linker","156","1047788","5"
"css","1525","1047823","1"
"html","1420","1047823","2"
"javascript","1272","1047823","3"
"jquery","691","1047823","4"
"sass","600","1047823","5"
"sql","3735","1048425","1"
"sql-server","2406","1048425","2"
"tsql","780","1048425","3"
"sql-server-2008","658","1048425","4"
"mysql","640","1048425","5"
"php","132","1060686","1"
"java","76","1060686","2"
"mysql","64","1060686","3"
"maven","37","1060686","4"
"html","23","1060686","5"
"wpf","58","1061092","1"
"c#","46","1061092","2"
"xaml","37","1061092","3"
"font-awesome","20","1061092","4"
"fonts","20","1061092","5"
"python","245","1061391","1"
"flask","184","1061391","2"
"html","115","1061391","3"
"twitter-bootstrap","98","1061391","4"
"sqlalchemy","94","1061391","5"
"ruby","1034","1074296","1"
"postgresql","471","1074296","2"
"ruby-on-rails","250","1074296","3"
"hash","191","1074296","4"
"conditional","178","1074296","5"
"git","49","1074834","1"
"javascript","28","1074834","2"
"php","26","1074834","3"
"laravel","13","1074834","4"
"postman","13","1074834","5"
"spring","416","1075051","1"
"spring-boot","377","1075051","2"
"java","212","1075051","3"
"spring-mvc","198","1075051","4"
"spring-security","94","1075051","5"
"eclipse","9","1075211","1"
"android","4","1075211","2"
"key-events","2","1075211","3"
"reverse-proxy","1","1075211","4"
"android-softkeyboard","1","1075211","5"
"wpf","991","1001985","3"
"jquery","848","1001985","4"
".net","812","1001985","5"
"ruby-on-rails","3476","1012097","1"
"ruby-on-rails-4","2338","1012097","2"
"ruby","1748","1012097","3"
"rails-activerecord","746","1012097","4"
"rails-migrations","718","1012097","5"
"automator","14","1030745","1"
"macos","13","1030745","2"
"applescript","6","1030745","3"
"objective-c","5","1030745","4"
"cocoa","5","1030745","5"
"python","473","1031417","1"
"python-2.7","248","1031417","2"
"format","197","1031417","3"
"c","187","1031417","4"
"linux","169","1031417","5"
"angular","1231","1031569","1"
"javascript","717","1031569","2"
"angularjs","428","1031569","3"
"typescript","320","1031569","4"
"php","301","1031569","5"
"javascript","37292","1048572","1"
"ecmascript-6","9162","1048572","2"
"promise","8788","1048572","3"
"node.js","6564","1048572","4"
"async-await","4357","1048572","5"
"c++","150","1061521","1"
"qt","78","1061521","2"
"qpainter","30","1061521","3"
"multithreading","17","1061521","4"
"pointers","9","1061521","5"
"c#","517","1061636","1"
".net","134","1061636","2"
"vb.net","112","1061636","3"
"asp.net","108","1061636","4"
"exchangewebservices","50","1061636","5"
"c++","384","1062250","1"
"c","276","1062250","2"
"delphi","75","1062250","3"
"linux","53","1062250","4"
"pointers","45","1062250","5"
"spring","49","1062539","1"
"json","32","1062539","2"
"spring-mvc","32","1062539","3"
"gradle","23","1062539","4"
"java","19","1062539","5"
"c++","288","1062577","1"
"memory-leaks","286","1062577","2"
"visual-studio","8","1062577","3"
"dll","5","1062577","4"
"exec","4","1062577","5"
"cocoa","10","1063188","1"
"objective-c","9","1063188","2"
"macos","9","1063188","3"
"xcode","8","1063188","4"
"alert","6","1063188","5"
"java","498","1063929","1"
"playframework","163","1063929","2"
"intellij-idea","153","1063929","3"
"java-8","129","1063929","4"
"playframework-2.5","43","1063929","5"
"php","102","1076743","1"
"forms","47","1076743","2"
"post","46","1076743","3"
"javascript","31","1076743","4"
"mysql","29","1076743","5"
"teamcity","19","1077122","1"
"c#","15","1077122","2"
"nuget","12","1077122","3"
"nuget-package","12","1077122","4"
"teamcity-7.0","11","1077122","5"
"entity-framework","1104","1077309","1"
"c#","1079","1077309","2"
"angular","867","1077309","3"
"typescript","758","1077309","4"
"ionic3","704","1077309","5"
"java","52","1077723","1"
"pdf","31","1077723","2"
"pdfbox","29","1077723","3"
"servlets","4","1077723","4"
"scope","3","1077723","5"
"partitioning","2","1078211","1"
"tornado","2","1078211","2"
"linux","2","1078211","3"
"nginx","2","1078211","4"
"php","139","1078488","1"
"multidimensional-array","17","1078488","2"
"symfony","16","1078488","3"
"html","15","1078488","4"
"arrays","15","1078488","5"
"spring-boot","351","1078565","1"
"java","219","1078565","2"
"spring","138","1078565","3"
"flyway","67","1078565","4"
"spring-mvc","44","1078565","5"
"ruby-on-rails","1314","1086529","1"
"ruby","651","1086529","2"
"rake","356","1086529","3"
"ruby-on-rails-3","223","1086529","4"
"ruby-on-rails-3.2","219","1086529","5"
"css","9","1086539","1"
"yui","6","1086539","2"
"java","6","1086539","3"
"responsive-design","3","1086539","4"
"jquery-dialog","3","1086539","5"
"java","36","1087673","1"
"scanf","25","1087673","2"
"encryption","8","1087673","3"
"keystore","8","1087673","4"
"netbeans","2","1087673","5"
"jquery","937","1087721","1"
"html","342","1087721","2"
"php","337","1087721","3"
"checkbox","331","1087721","4"
"javascript","313","1087721","5"
"mysql","24","1087752","1"
"sql","22","1087752","2"
"mysql-error-1170","22","1087752","3"
"javascript","15","1087752","4"
"php","14","1087752","5"
"javascript","1397","1088797","1"
"reactjs","991","1088797","2"
"ecmascript-6","326","1088797","3"
"html","199","1088797","4"
"constants","186","1088797","5"
"c++","2689","1090079","1"
"php","1307","1090079","2"
"c++11","1124","1090079","3"
"language-lawyer","693","1090079","4"
"regex","534","1090079","5"
"ssis","6","1111814","1"
"sql-server-2008-r2","4","1111814","2"
"sql-server","2","1111814","3"
"data-warehouse","1","1111814","4"
"man-in-the-middle","1","1111814","5"
"php","86","1113435","1"
"javascript","73","1113435","2"
"increment","49","1113435","3"
"alphabetical","49","1113435","4"
"java","40","1113435","5"
"sql-server","590","1113475","1"
"echo","1830","1030675","5"
"xcode","379","1043563","1"
"xcdatamodel","379","1043563","2"
"version-control","379","1043563","3"
"core-data","379","1043563","4"
"java","18","1043563","5"
"c++","167","1043773","1"
"c","51","1043773","2"
"c#","43","1043773","3"
"c++11","35","1043773","4"
"memory","22","1043773","5"
"php","365","1044146","1"
"javascript","166","1044146","2"
"facebook","150","1044146","3"
"mysql","129","1044146","4"
"user-agent","107","1044146","5"
"teamcity","67","1044792","1"
"lisp","45","1044792","2"
"emacs","34","1044792","3"
"elisp","26","1044792","4"
"mercurial","25","1044792","5"
"c#","4","1045254","1"
"pdfsharp","3","1045254","2"
"ssrs-2008","3","1045254","3"
"ado.net","1","1045254","4"
"ruby-on-rails","5","1045848","1"
"datetime","3","1045848","2"
"python","3","1045848","3"
"optionparser","1","1045848","4"
"c#","1","1045848","5"
"c++","152","1046738","1"
"boost","83","1046738","2"
"curl","79","1046738","3"
"c","61","1046738","4"
"ssl","42","1046738","5"
"hibernate","331","1047269","1"
"java","175","1047269","2"
"sql","43","1047269","3"
"persistence","35","1047269","4"
"hql","35","1047269","5"
"php","552","1047662","1"
"html","438","1047662","2"
"input","374","1047662","3"
"numbers","368","1047662","4"
"max","368","1047662","5"
"java","3","1058668","1"
"apache-commons","2","1058668","2"
"oracle","2","1058668","3"
"ios","1242","1059025","1"
"core-data","476","1059025","2"
"objective-c","449","1059025","3"
"xcode","245","1059025","4"
"iphone","125","1059025","5"
"javascript","313","1059070","1"
"jquery","159","1059070","2"
"html","75","1059070","3"
"angularjs","70","1059070","4"
"php","28","1059070","5"
"jquery","4829","1059101","1"
"javascript","3153","1059101","2"
"html","1256","1059101","3"
"css","645","1059101","4"
"append","461","1059101","5"
"cloudflare","140","1070329","1"
"php","52","1070329","2"
"ssl","39","1070329","3"
"connection-timeout","35","1070329","4"
"timeout","35","1070329","5"
"playframework-2.0","12","1070419","1"
"playframework","11","1070419","2"
"security","11","1070419","3"
"scala","11","1070419","4"
"csrf","11","1070419","5"
"llvm","152","1071273","1"
"cuda","133","1071273","2"
"llvm-ir","84","1071273","3"
"c++","82","1071273","4"
"clang","53","1071273","5"
"antivirus","3","1071641","1"
"virus","3","1071641","2"
"c++","28","1073006","1"
"templates","11","1073006","2"
"java","8","1073006","3"
"c++11","7","1073006","4"
"static","5","1073006","5"
"html","7017","1073107","1"
"background-color","6972","1073107","2"
"browser","6972","1073107","3"
"c#","934","1073107","4"
"asp.net","351","1073107","5"
"sql","3059","1073631","1"
"mysql","1551","1073631","2"
"sql-server","1154","1073631","3"
"tsql","403","1073631","4"
"sql-server-2008","367","1073631","5"
"jquery","498","1090727","1"
"field","420","1090727","2"
"numbers","420","1090727","3"
"input","420","1090727","4"
"php","90","1090727","5"
"python","78","1091116","1"
"git","34","1091116","2"
"http","33","1091116","3"
"post","32","1091116","4"
"fuzzing","19","1091116","5"
"php","183","1091195","1"
"ios","116","1091195","2"
"database","114","1091195","3"
"functional-dependencies","78","1091195","4"
"objective-c","65","1091195","5"
"mysql","1703","1091251","1"
"sql-update","1661","1091251","2"
"mysql-workbench","1661","1091251","3"
"jquery","109","1091251","4"
"javascript","77","1091251","5"
"android","13","1091777","1"
"android-5.0-lollipop","10","1091777","2"
"rippledrawable","10","1091777","3"
"bitmap","3","1091777","4"
"memory","3","1091777","5"
"cloudcontrol","17","1092071","1"
"python","16","1092071","2"
"tornado","9","1092071","3"
"supervisord","9","1092071","4"
"php","5","1092071","5"
"bash","94","1092324","1"
"scripting","93","1092324","2"
"shell","93","1092324","3"
"sh","93","1092324","4"
"jquery","27","1092324","5"
"mediawiki","27","1092853","1"
"mediawiki-extensions","27","1092853","2"
"php","7","1092853","3"
"html","6","1092853","4"
"textmate","5","1092853","5"
"c++","259","1105562","1"
"c","160","1105562","2"
"c#","84","1105562","3"
"arrays","35","1105562","4"
"memory-management","33","1105562","5"
"java","71","1105759","1"
"processing","34","1105759","2"
"swing","23","1105759","3"
"emacs","19","1105759","4"
"macos","17","1105759","5"
"asp.net-mvc","13","1105988","1"
"javascript","11","1105988","2"
"asp.net-mvc-4","11","1105988","3"
"android-layout","14","1034031","3"
"surfaceholder","12","1034031","4"
"bitmap","11","1034031","5"
"vala","362","1034226","1"
"c","100","1034226","2"
"gcc","79","1034226","3"
"gtk","46","1034226","4"
"linux","41","1034226","5"
"android","77","1034537","1"
"android-gradle-plugin","74","1034537","2"
"gradle","74","1034537","3"
"php","16","1034537","4"
"java","11","1034537","5"
"css","371","1034637","1"
"html","312","1034637","2"
"javascript","76","1034637","3"
"html-table","47","1034637","4"
"responsive-design","39","1034637","5"
"c","14","1035133","1"
"bash","5","1035133","2"
"makefile","4","1035133","3"
"segmentation-fault","4","1035133","4"
"c++","3","1035133","5"
"java","49","1035797","1"
"html","42","1035797","2"
"css","37","1035797","3"
"optional","18","1035797","4"
"configuration","16","1035797","5"
"android","99","1049383","1"
"android-gridview","28","1049383","2"
"android-intent","16","1049383","3"
"android-package-managers","16","1049383","4"
"imageview","11","1049383","5"
"javascript","634","1049668","1"
"php","389","1049668","2"
"date","357","1049668","3"
"d3.js","123","1049668","4"
"html","104","1049668","5"
"obfuscation","6","1049701","1"
"android","6","1049701","2"
"salt","6","1049701","3"
"apt","2","1049701","4"
"ubuntu-16.04","2","1049701","5"
"java","87","1050319","1"
"coding-style","45","1050319","2"
"if-statement","45","1050319","3"
"string","45","1050319","4"
"spring-mvc","38","1050319","5"
"php","20","1050401","1"
"laravel","18","1050401","2"
"codeigniter","15","1050401","3"
"eloquent","7","1050401","4"
"laravel-5","4","1050401","5"
"ios","1101","1050447","1"
"objective-c","829","1050447","2"
"cocoa-touch","317","1050447","3"
"xcode","277","1050447","4"
"xcode5","256","1050447","5"
"python","4","1050619","1"
"type-conversion","1","1050619","2"
"replace","1","1050619","3"
"time","1","1050619","4"
"copy","1","1050619","5"
"php","7","1051191","1"
"preg-split","2","1051191","2"
"arrays","2","1051191","3"
"post","1","1051191","4"
"get","1","1051191","5"
"combobox","22","1052167","1"
"wpf","22","1052167","2"
"java","10","1052167","3"
"php","4","1052167","4"
"css","4","1052167","5"
"windows-8","4","1052220","1"
"windows-store-apps","4","1052220","2"
"security","4","1052220","3"
"jquery","4","1052220","4"
"css","3","1052220","5"
"openjpa","1","1052518","1"
"database","1","1052518","2"
"database-design","1","1052518","3"
"csrf","377","1052893","1"
"jquery","377","1052893","2"
"ruby-on-rails","377","1052893","3"
"stack-overflow","2","1053397","1"
"exception","2","1053397","2"
"c++","2","1053397","3"
"c","2","1053397","4"
"collision","1","1053397","5"
"c++","3151","1053968","1"
"boost-asio","2559","1053968","2"
"boost","2185","1053968","3"
"boost-python","687","1053968","4"
"libuv","517","1053968","5"
"haskell","182","1065586","1"
"ruby","140","1065586","2"
"ruby-on-rails","61","1065586","3"
"ruby-on-rails-3","37","1065586","4"
"ghci","37","1065586","5"
"django","302","1065780","1"
"django-templates","76","1065780","2"
"python","71","1065780","3"
"angularjs","45","1065780","4"
"django-models","38","1065780","5"
"android","602","1066573","1"
"textview","137","1066573","2"
"android-billing","106","1066573","3"
"styling","87","1066573","4"
"java","37","1066573","5"
"parsing","5","1066820","1"
